MCALDT,AVGCOURT_noTIPS0,AVGCOURT_noTIPS1,AVGCOURT_noTIPS10,AVGCOURT_noTIPS100,AVGCOURT_noTIPS101,AVGCOURT_noTIPS102,AVGCOURT_noTIPS103,AVGCOURT_noTIPS104,AVGCOURT_noTIPS105,AVGCOURT_noTIPS106,AVGCOURT_noTIPS107,AVGCOURT_noTIPS108,AVGCOURT_noTIPS109,AVGCOURT_noTIPS11,AVGCOURT_noTIPS110,AVGCOURT_noTIPS111,AVGCOURT_noTIPS112,AVGCOURT_noTIPS113,AVGCOURT_noTIPS114,AVGCOURT_noTIPS115,AVGCOURT_noTIPS116,AVGCOURT_noTIPS117,AVGCOURT_noTIPS118,AVGCOURT_noTIPS119,AVGCOURT_noTIPS12,AVGCOURT_noTIPS120,AVGCOURT_noTIPS121,AVGCOURT_noTIPS122,AVGCOURT_noTIPS123,AVGCOURT_noTIPS124,AVGCOURT_noTIPS125,AVGCOURT_noTIPS126,AVGCOURT_noTIPS127,AVGCOURT_noTIPS128,AVGCOURT_noTIPS129,AVGCOURT_noTIPS13,AVGCOURT_noTIPS130,AVGCOURT_noTIPS131,AVGCOURT_noTIPS132,AVGCOURT_noTIPS133,AVGCOURT_noTIPS134,AVGCOURT_noTIPS135,AVGCOURT_noTIPS136,AVGCOURT_noTIPS137,AVGCOURT_noTIPS138,AVGCOURT_noTIPS139,AVGCOURT_noTIPS14,AVGCOURT_noTIPS140,AVGCOURT_noTIPS141,AVGCOURT_noTIPS142,AVGCOURT_noTIPS143,AVGCOURT_noTIPS144,AVGCOURT_noTIPS145,AVGCOURT_noTIPS146,AVGCOURT_noTIPS147,AVGCOURT_noTIPS148,AVGCOURT_noTIPS149,AVGCOURT_noTIPS15,AVGCOURT_noTIPS150,AVGCOURT_noTIPS151,AVGCOURT_noTIPS152,AVGCOURT_noTIPS153,AVGCOURT_noTIPS16,AVGCOURT_noTIPS17,AVGCOURT_noTIPS18,AVGCOURT_noTIPS19,AVGCOURT_noTIPS2,AVGCOURT_noTIPS20,AVGCOURT_noTIPS21,AVGCOURT_noTIPS22,AVGCOURT_noTIPS23,AVGCOURT_noTIPS24,AVGCOURT_noTIPS25,AVGCOURT_noTIPS26,AVGCOURT_noTIPS27,AVGCOURT_noTIPS28,AVGCOURT_noTIPS29,AVGCOURT_noTIPS3,AVGCOURT_noTIPS30,AVGCOURT_noTIPS31,AVGCOURT_noTIPS32,AVGCOURT_noTIPS33,AVGCOURT_noTIPS34,AVGCOURT_noTIPS35,AVGCOURT_noTIPS36,AVGCOURT_noTIPS37,AVGCOURT_noTIPS38,AVGCOURT_noTIPS39,AVGCOURT_noTIPS4,AVGCOURT_noTIPS40,AVGCOURT_noTIPS41,AVGCOURT_noTIPS42,AVGCOURT_noTIPS43,AVGCOURT_noTIPS44,AVGCOURT_noTIPS45,AVGCOURT_noTIPS46,AVGCOURT_noTIPS47,AVGCOURT_noTIPS48,AVGCOURT_noTIPS49,AVGCOURT_noTIPS5,AVGCOURT_noTIPS50,AVGCOURT_noTIPS51,AVGCOURT_noTIPS52,AVGCOURT_noTIPS53,AVGCOURT_noTIPS54,AVGCOURT_noTIPS55,AVGCOURT_noTIPS56,AVGCOURT_noTIPS57,AVGCOURT_noTIPS58,AVGCOURT_noTIPS59,AVGCOURT_noTIPS6,AVGCOURT_noTIPS60,AVGCOURT_noTIPS61,AVGCOURT_noTIPS62,AVGCOURT_noTIPS63,AVGCOURT_noTIPS64,AVGCOURT_noTIPS65,AVGCOURT_noTIPS66,AVGCOURT_noTIPS67,AVGCOURT_noTIPS68,AVGCOURT_noTIPS69,AVGCOURT_noTIPS7,AVGCOURT_noTIPS70,AVGCOURT_noTIPS71,AVGCOURT_noTIPS72,AVGCOURT_noTIPS73,AVGCOURT_noTIPS74,AVGCOURT_noTIPS75,AVGCOURT_noTIPS76,AVGCOURT_noTIPS77,AVGCOURT_noTIPS78,AVGCOURT_noTIPS79,AVGCOURT_noTIPS8,AVGCOURT_noTIPS80,AVGCOURT_noTIPS81,AVGCOURT_noTIPS82,AVGCOURT_noTIPS83,AVGCOURT_noTIPS84,AVGCOURT_noTIPS85,AVGCOURT_noTIPS86,AVGCOURT_noTIPS87,AVGCOURT_noTIPS88,AVGCOURT_noTIPS89,AVGCOURT_noTIPS9,AVGCOURT_noTIPS90,AVGCOURT_noTIPS91,AVGCOURT_noTIPS92,AVGCOURT_noTIPS93,AVGCOURT_noTIPS94,AVGCOURT_noTIPS95,AVGCOURT_noTIPS96,AVGCOURT_noTIPS97,AVGCOURT_noTIPS98,AVGCOURT_noTIPS99,AVGCOURT_ofTIPS0,AVGCOURT_ofTIPS1,AVGCOURT_ofTIPS10,AVGCOURT_ofTIPS100,AVGCOURT_ofTIPS101,AVGCOURT_ofTIPS102,AVGCOURT_ofTIPS103,AVGCOURT_ofTIPS104,AVGCOURT_ofTIPS105,AVGCOURT_ofTIPS106,AVGCOURT_ofTIPS107,AVGCOURT_ofTIPS108,AVGCOURT_ofTIPS109,AVGCOURT_ofTIPS11,AVGCOURT_ofTIPS110,AVGCOURT_ofTIPS111,AVGCOURT_ofTIPS112,AVGCOURT_ofTIPS113,AVGCOURT_ofTIPS114,AVGCOURT_ofTIPS115,AVGCOURT_ofTIPS116,AVGCOURT_ofTIPS117,AVGCOURT_ofTIPS118,AVGCOURT_ofTIPS119,AVGCOURT_ofTIPS12,AVGCOURT_ofTIPS120,AVGCOURT_ofTIPS121,AVGCOURT_ofTIPS122,AVGCOURT_ofTIPS123,AVGCOURT_ofTIPS124,AVGCOURT_ofTIPS125,AVGCOURT_ofTIPS126,AVGCOURT_ofTIPS127,AVGCOURT_ofTIPS128,AVGCOURT_ofTIPS129,AVGCOURT_ofTIPS13,AVGCOURT_ofTIPS130,AVGCOURT_ofTIPS131,AVGCOURT_ofTIPS132,AVGCOURT_ofTIPS133,AVGCOURT_ofTIPS134,AVGCOURT_ofTIPS135,AVGCOURT_ofTIPS136,AVGCOURT_ofTIPS137,AVGCOURT_ofTIPS138,AVGCOURT_ofTIPS139,AVGCOURT_ofTIPS14,AVGCOURT_ofTIPS140,AVGCOURT_ofTIPS141,AVGCOURT_ofTIPS142,AVGCOURT_ofTIPS143,AVGCOURT_ofTIPS144,AVGCOURT_ofTIPS145,AVGCOURT_ofTIPS146,AVGCOURT_ofTIPS147,AVGCOURT_ofTIPS148,AVGCOURT_ofTIPS149,AVGCOURT_ofTIPS15,AVGCOURT_ofTIPS150,AVGCOURT_ofTIPS151,AVGCOURT_ofTIPS152,AVGCOURT_ofTIPS153,AVGCOURT_ofTIPS16,AVGCOURT_ofTIPS17,AVGCOURT_ofTIPS18,AVGCOURT_ofTIPS19,AVGCOURT_ofTIPS2,AVGCOURT_ofTIPS20,AVGCOURT_ofTIPS21,AVGCOURT_ofTIPS22,AVGCOURT_ofTIPS23,AVGCOURT_ofTIPS24,AVGCOURT_ofTIPS25,AVGCOURT_ofTIPS26,AVGCOURT_ofTIPS27,AVGCOURT_ofTIPS28,AVGCOURT_ofTIPS29,AVGCOURT_ofTIPS3,AVGCOURT_ofTIPS30,AVGCOURT_ofTIPS31,AVGCOURT_ofTIPS32,AVGCOURT_ofTIPS33,AVGCOURT_ofTIPS34,AVGCOURT_ofTIPS35,AVGCOURT_ofTIPS36,AVGCOURT_ofTIPS37,AVGCOURT_ofTIPS38,AVGCOURT_ofTIPS39,AVGCOURT_ofTIPS4,AVGCOURT_ofTIPS40,AVGCOURT_ofTIPS41,AVGCOURT_ofTIPS42,AVGCOURT_ofTIPS43,AVGCOURT_ofTIPS44,AVGCOURT_ofTIPS45,AVGCOURT_ofTIPS46,AVGCOURT_ofTIPS47,AVGCOURT_ofTIPS48,AVGCOURT_ofTIPS49,AVGCOURT_ofTIPS5,AVGCOURT_ofTIPS50,AVGCOURT_ofTIPS51,AVGCOURT_ofTIPS52,AVGCOURT_ofTIPS53,AVGCOURT_ofTIPS54,AVGCOURT_ofTIPS55,AVGCOURT_ofTIPS56,AVGCOURT_ofTIPS57,AVGCOURT_ofTIPS58,AVGCOURT_ofTIPS59,AVGCOURT_ofTIPS6,AVGCOURT_ofTIPS60,AVGCOURT_ofTIPS61,AVGCOURT_ofTIPS62,AVGCOURT_ofTIPS63,AVGCOURT_ofTIPS64,AVGCOURT_ofTIPS65,AVGCOURT_ofTIPS66,AVGCOURT_ofTIPS67,AVGCOURT_ofTIPS68,AVGCOURT_ofTIPS69,AVGCOURT_ofTIPS7,AVGCOURT_ofTIPS70,AVGCOURT_ofTIPS71,AVGCOURT_ofTIPS72,AVGCOURT_ofTIPS73,AVGCOURT_ofTIPS74,AVGCOURT_ofTIPS75,AVGCOURT_ofTIPS76,AVGCOURT_ofTIPS77,AVGCOURT_ofTIPS78,AVGCOURT_ofTIPS79,AVGCOURT_ofTIPS8,AVGCOURT_ofTIPS80,AVGCOURT_ofTIPS81,AVGCOURT_ofTIPS82,AVGCOURT_ofTIPS83,AVGCOURT_ofTIPS84,AVGCOURT_ofTIPS85,AVGCOURT_ofTIPS86,AVGCOURT_ofTIPS87,AVGCOURT_ofTIPS88,AVGCOURT_ofTIPS89,AVGCOURT_ofTIPS9,AVGCOURT_ofTIPS90,AVGCOURT_ofTIPS91,AVGCOURT_ofTIPS92,AVGCOURT_ofTIPS93,AVGCOURT_ofTIPS94,AVGCOURT_ofTIPS95,AVGCOURT_ofTIPS96,AVGCOURT_ofTIPS97,AVGCOURT_ofTIPS98,AVGCOURT_ofTIPS99
1962-12-31,,0.8062106715494121,4.060343156262117,,,,,,,,,,3.5,,,,,,,,,,,4.25,3.3250485976117745,,,,,,,,,,2.9999999999999996,3.625,,,,,,,,,,,3.3944873595505616,,,,,3.5000000000000004,,,,,,3.7500842034355,,,,,3.1355098389982112,,2.344110854503464,3.75,1.4129146405001736,3.6249999999999996,,3.875,3.75,2.5000000000000004,4.000000000000001,2.5,,3.2491145218417947,2.5,2.489332760595647,,,,2.5,,4.0,3.875,4.0,2.5000000000000004,3.353785036415802,2.8154718109077534,2.5,,,,,,,,3.875,,3.0,,,,,,,,,,,4.170634493159539,,,,,,,,,,4.0,4.144683026584867,,,3.5000000000000004,,,,,,,,4.522011739594451,,,3.25,,,,,,,,2.6249999999999996,3.543566520924422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-03-31,,0.7814561792220581,,,,,,,,,,3.5,,3.3072805139186294,,,,,,,,,4.25,,3.625,4.0,,,,,,,,3.0,,3.3944873595505616,,,,,,,,,,,3.813070463672873,,,,3.5000000000000004,,,,,,,3.071978270710729,,,,,3.6249999999999996,2.344110854503464,3.75,3.6249999999999996,1.1437421251574968,,3.875,3.7499999999999996,2.5,4.000000000000001,2.5,,3.2492619563078136,2.5,,2.80662898495885,,,2.5,,4.0,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,2.466266556291391,,,,,,,,3.875,,,4.170634493159539,,,,,,,,,,,4.144683026584867,,,,,,,,,4.0,,4.522011739594451,,3.5000000000000004,,,,,,,,,2.6249999999999996,,3.25,,,,,,,,3.543566520924422,4.060343156262117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-06-30,,0.6057050711743772,3.3072805139186294,,,,,,,,3.5,,,3.625,,,,,,,,4.25,,4.0,3.3944873595505616,,,,,4.125,,,3.0,,,3.813070463672873,,,,,,,,,,,3.071841032608696,,,3.5,,,,,,,,3.625,,,,,2.344020797227036,3.75,3.6249999999999996,,1.4142177892177894,3.8332667731629395,3.7499999999999996,2.5,4.000000000000001,2.5000000000000004,,3.2492619563078136,2.5,,3.9999999999999996,2.466266556291391,,2.5,,4.0,3.875,4.0,2.5,3.353785036415802,2.5,,3.2739171482519884,,,,,,,3.875,,,,4.144683026584867,,,,,,,,,,,4.522011739594451,,,,,,,,4.0,,,2.6249999999999996,3.5000000000000004,,,,,,,,,,4.060343156262117,3.25,,,,,,,,3.54375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-09-30,,0.7733635172007918,3.625,,,,,,,3.500000000000001,,,,3.3209745762711864,,,,,,,4.25,,4.0,,3.7965428174051263,,,,4.125,,,2.9999999999999996,,,,3.071841032608696,,,,,,,,,,,3.6249999999999996,,3.5000000000000004,,,,,,,,,2.344020797227036,,,,,3.75,3.6249999999999996,,3.755791505791506,1.2601988062226819,3.7499999999999996,3.142474302496329,4.000000000000001,2.5000000000000004,,3.2494094488188976,2.5,,3.9999999999999996,,3.1527409372236956,2.5000000000000004,,4.0,3.875,4.0,2.5,3.353785036415802,2.5,,,2.6823054526204344,4.0,,,,,3.875,,,,,4.076344401335379,,,,,,,,,,,2.6249999999999996,,,,,,,4.0,,,3.5000000000000004,4.060343156262117,,,,,,,,,,3.25,,,,,,,,,3.54375,,,3.3072805139186294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963-12-31,,0.732622476023935,3.3206106870229006,,,,,,3.500000000000001,,,,,3.7965832340087404,,,,,,4.25,,4.0,,,3.071841032608696,,,4.125000000000001,,,2.9999999999999996,,,,,3.6249999999999996,,,,,,,,,,,2.344020797227036,3.5,,,,,,,,,,3.75,,,,,3.6249999999999996,,3.686564371257485,3.7499999999999996,1.7845108015681042,3.1309784193642463,4.000000000000001,2.5,,3.2495569994093327,2.5,,3.9999999999999996,,2.5,2.505046967699407,,4.0,3.875,4.0,2.5,3.353785036415802,2.5,,,4.0,3.2068515758091993,,,,,3.875,,,,,,2.6249999999999996,,,,,,,,,,,3.9202823039029937,,,,,,4.0,,,3.5000000000000004,,,,,,,,,,,3.25,,3.3072805139186294,,,,,,,3.543933708567855,,,,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-03-31,,1.0358583870491562,3.8503798947983636,,,,,3.500000000000001,,,,,,3.071841032608696,,,,,4.25,,4.0,,,,3.6249999999999996,,4.125000000000001,,,3.0,,,,,,2.34393063583815,,,,,,,,,,3.5000000000000004,3.75,,,,,,,,,,,3.6249999999999996,,,,,,3.686564371257485,3.7499999999999996,3.107538085656798,1.1971575198012843,4.000000000000001,2.5000000000000004,,3.2495568248965925,2.5,,4.0,,2.5,,2.949019401096584,4.0,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,,,4.0,,1.746046686746988,,,,3.875,,,,,,,3.899880592650356,,,,,,,,,,,3.875,,,,,4.0,,,3.5000000000000004,,,3.3072805139186294,,,,,,,,3.25,,,3.625,,,,,,3.768960374946741,,,,,3.3206106870229006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-06-30,,0.7288873038516405,3.071841032608696,,,,3.500000000000001,,,,,,,3.6249999999999996,,,,4.25,,4.0,,,,,2.343205574912892,4.125000000000001,,,3.0,,,,,,,3.75,,,,,,,,,3.5,,3.6249999999999996,,,,,,,,,,,,,,,,3.686564371257485,3.7499999999999996,3.088981244671782,4.000000000000001,1.6754703978907,2.4954545454545456,,3.2497044917257685,2.5000000000000004,,4.0,,2.5,,4.0,1.4957007738607049,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,,,4.0,,,3.2633666394779772,4.25,,3.875,,,,,,,,3.875,,,,,,,,,,,3.8085636993828733,,,,4.0,,,3.5000000000000004,,,,3.625,,,,,,,3.25,,,,3.3206106870229006,,,,,3.768960374946741,,,,,,3.8503798947983636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-09-30,,0.9527529371656351,3.624999999999999,,,3.5,,,,,,,,2.34182776801406,,,4.250000000000001,,4.0,,,,,4.125000000000001,3.75,,,2.9999999999999996,,,,,,,,3.6249999999999996,,,,,,,,3.5000000000000004,,,,,,,,,,,,,,3.686564371257485,,,,,3.7499999999999996,3.088981244671782,4.000000000000001,2.485001874765654,0.5554254696397211,,3.5675337952970576,2.5,,4.0,,2.5000000000000004,,4.0,3.875,2.714034676663543,4.0,2.5,3.353785036415802,2.5,,,4.0,4.125000000000001,,4.25,2.742574739507255,,3.875,,,,,,,,,3.8085636993828733,,,,,,,,,,,3.763337214080263,,,4.0,,,3.5000000000000004,,,,,3.2305916552667577,,,,,,3.25,,,,,3.8343042071197413,,,,3.76918158567775,,,,,,,3.071841032608696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964-12-31,,0.29887460267460836,2.341549295774648,,3.5,,,,,,,,,3.75,,4.250000000000001,,4.0,,,,,4.125000000000001,,3.6249999999999996,,3.0,,,,,,,,,,,,,,,,3.5,,,,3.686564371257485,,,,,,,,,,,3.7499999999999996,,,,,3.0915025684931505,4.000000000000001,2.4772981019724605,,1.2671103008204194,3.5526909624280716,2.5,,4.0,,2.5000000000000004,,4.0,3.875,4.0,2.4987578741904,2.5,3.353785036415802,2.5,,,4.0,4.125000000000001,,4.25,,3.0372480280455747,3.875,,,,,,,,,,3.7633561643835622,,,,,,,,,,,3.813803376365442,,4.0,,,3.5000000000000004,,,,,,3.8343042071197413,,,,,3.25,,,,,,3.071841032608696,,,3.76918158567775,,,,,,,,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-03-31,,0.8339619406823247,3.75,3.5,,,,,,,,,,3.625,4.250000000000001,,4.0,,,,,4.125000000000001,,,,3.0,,,,,,,,,,3.686564371257485,,,,,,3.5000000000000004,,,,,3.7499999999999996,,,,,,,,,,,3.092347813661046,,,,,4.000000000000001,2.477127859017623,,3.5385477364410582,1.2092528982395878,3.4673929044604748,,4.0,,2.5,,4.0,3.875,4.0,2.5,2.955734560797852,3.353785036415802,2.5,,,4.0,4.125000000000001,4.125000000000001,4.25,,3.875,2.3123636596945976,,,,,,,,,,,3.8224625483925263,,,,,,,,,,,3.8343042071197413,4.0,,,3.5000000000000004,,,,,,,3.5407048408785293,,,,3.25,,,,,,,3.625,,3.76918158567775,,,,,,,,,2.341269841269841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-06-30,,0.742943442017516,3.625,,,,,,,,,,4.250000000000001,,,4.0,,,,,4.125000000000001,,,3.0,3.686564371257485,,,,,,,,,,,3.7499999999999996,,,,,3.5000000000000004,,,,,,3.0925171526586626,,,,,,,,,,,4.000000000000001,,,,,2.47695504344541,,3.5309882747068677,3.467535335689046,1.4790019193857966,1.5,4.0,,2.5,,4.0,3.875,4.0,2.5000000000000004,3.353785036415802,2.3123636596945976,2.5,,,4.0,4.125000000000001,4.125000000000001,4.250000000000001,,3.875,,3.0512932482364796,,,,,,,,,,,3.915259847732539,,,,,,,,,,4.0,3.5407048408785293,,,3.5000000000000004,,,,,,,,3.625,,,3.25,,,,,,,,2.341269841269841,3.7694029850746267,,,,,,,,,,3.75,,,,,,,,,,3.500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-09-30,,0.9202597151355404,,,,,,,,,,4.250000000000001,,3.686564371257485,4.0,,,,,4.125000000000001,,,3.0,,3.7499999999999996,,,,,,,,,,,3.0925171526586626,,,,3.500000000000001,,,,,,,4.0,,,,,,,,,,,2.476753048780488,,,,,,3.5310510443426786,3.467677808864674,1.4999999999999998,0.8660250865051903,4.0,,2.5,,4.0,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,3.0512932482364796,,,4.0,4.125000000000001,4.125000000000001,4.25,,3.875,,,3.1365685494563778,,,,,,,,,,,3.5407048408785293,,,,,,,,,4.0,,3.882241310427487,,3.5,,,,,,,,,2.341269841269841,,3.25,,,,,,,,3.7694029850746267,3.75,,,,,,,,,,,3.625,,,,,,,,,3.500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965-12-31,,0.4569376473869716,3.686564371257485,,,,,,,,4.250000000000001,,4.0,3.7499999999999996,,,,,4.125000000000001,,,2.9999999999999996,,,3.0926865885044323,,,,,,,,,,,4.0,,,3.5000000000000004,,,,,,,,2.4766551856104093,,,,,,,,,,,,,,,,3.5311138420288235,3.467820324005891,1.4999999999999998,4.0,1.4458504440836597,1.4999999999999998,2.5000000000000004,,4.0,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,,3.1365685494563778,,4.0,4.125000000000001,4.125000000000001,4.250000000000001,,3.875,,,,2.11664322079314,,,,,,,,,,,3.882241310427487,,,,,,,,4.0,,,3.9665443745632425,3.5,,,,,,,,,,3.75,3.25,,,,,,,,3.7696245733788394,,3.232784733441034,,,,,,,,,,,,,,,,,,,3.500000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-03-31,,0.791120706239446,3.7499999999999996,,,,,,,4.250000000000001,,4.0,,3.0926865885044323,,,,4.125000000000001,,,2.9999999999999996,,,,4.0,,,,,,,,,,,2.476610429447853,,3.5000000000000004,,,,,,,,,,,,,,,,,,,,3.532844673231871,,,,,3.4679628811312417,1.4999999999999998,4.0,4.971971066907776,1.4252306713331213,2.5000000000000004,,4.0,3.875,4.0,2.5,3.353785036415802,2.5000000000000004,,,2.59385969723563,4.0,4.125000000000001,4.125000000000001,4.250000000000001,,3.875,,,,,2.7737155090390107,,,,,,,,,,,3.9665443745632425,,,,,,,4.0,,,3.5000000000000004,4.2219827586206895,,,,,,,,,,3.25,3.232784733441034,,,,,,,,3.7696413321947055,,,,,,,,,,,,,,3.686564371257485,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-06-30,,0.8522111269614836,3.0926865885044323,,,,,,4.250000000000001,,4.0,,,4.0,,,4.125000000000001,,,2.9999999999999996,,,,,2.476610429447853,,,,,,,,,,,,3.5000000000000004,,,,,,,,,,3.5353416358128578,,,,,,,,,,,3.4815533980582525,,,,,1.4999999999999998,4.0,4.949216743708269,2.5000000000000004,1.0686805116152942,1.5,4.0,3.875,4.0,2.5,3.353785036415802,2.5,,,4.0,2.7737155090390107,4.125,4.125000000000001,4.250000000000001,,3.875,,,,,,3.142273891080202,,,,,,,,,,,4.2219827586206895,,,,,,4.0,,,3.5000000000000004,,4.49180096126661,,,,,,,,,3.25,,,,,,,,,3.7696413321947055,,,,3.686564371257485,,,,,,,,,,,3.7499999999999996,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966-09-30,,0.44197418221140844,4.0,,,,,4.250000000000001,,4.0,,,,2.476601457614116,,4.125000000000001,,,2.9999999999999996,,,,,,,,,,,,,,,,3.5,3.5353535353535355,,,,,,,,,,,3.4840521114106027,,,,,,,,,,,1.4999999999999998,,,,,4.0,4.949216743708269,2.5,5.225552968568102,1.14181779013748,4.0,3.875,4.0,2.5,3.353785036415802,2.5,,,4.0,4.125,2.846067063616421,4.125000000000001,4.250000000000001,,3.875,,,,,,,3.7725553705848287,,,,,,,,,,,4.49180096126661,,,,,4.0,,,3.5000000000000004,,,,,,,,,,,3.25,,,3.686564371257485,,,,,,3.7698633062793676,,,,,3.7499999999999996,,,,,,,,,,,3.0928561212814647,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
